2019-11-06 11:09:50,270 [myid:] - INFO  [main:Environment@109] - Client environment:zookeeper.version=3.5.6-c11b7e26bc554b8523dc929761dd28808913f091, built on 10/08/2019 20:18 GMT
2019-11-06 11:09:50,277 [myid:] - INFO  [main:Environment@109] - Client environment:host.name=194.210.221.52
2019-11-06 11:09:50,277 [myid:] - INFO  [main:Environment@109] - Client environment:java.version=11.0.5
2019-11-06 11:09:50,277 [myid:] - INFO  [main:Environment@109] - Client environment:java.vendor=AdoptOpenJDK
2019-11-06 11:09:50,278 [myid:] - INFO  [main:Environment@109] - Client environment:java.home=C:\Program Files\AdoptOpenJDK\jdk-11.0.5.10-hotspot
2019-11-06 11:09:50,279 [myid:] - INFO  [main:Environment@109] - Client environment:java.class.path=C:\Users\danie\OneDrive - Universidade de Lisboa\Faculdade\LETI\3º Ano\Sistemas Distribuídos\zk-naming\target\test-classes;C:\Users\danie\OneDrive - Universidade de Lisboa\Faculdade\LETI\3º Ano\Sistemas Distribuídos\zk-naming\target\zk-naming-1.0.2.jar;C:\Users\danie\.m2\repository\org\apache\zookeeper\zookeeper\3.5.6\zookeeper-3.5.6.jar;C:\Users\danie\.m2\repository\org\apache\zookeeper\zookeeper-jute\3.5.6\zookeeper-jute-3.5.6.jar;C:\Users\danie\.m2\repository\org\apache\yetus\audience-annotations\0.5.0\audience-annotations-0.5.0.jar;C:\Users\danie\.m2\repository\io\netty\netty-handler\4.1.42.Final\netty-handler-4.1.42.Final.jar;C:\Users\danie\.m2\repository\io\netty\netty-common\4.1.42.Final\netty-common-4.1.42.Final.jar;C:\Users\danie\.m2\repository\io\netty\netty-buffer\4.1.42.Final\netty-buffer-4.1.42.Final.jar;C:\Users\danie\.m2\repository\io\netty\netty-transport\4.1.42.Final\netty-transport-4.1.42.Final.jar;C:\Users\danie\.m2\repository\io\netty\netty-resolver\4.1.42.Final\netty-resolver-4.1.42.Final.jar;C:\Users\danie\.m2\repository\io\netty\netty-codec\4.1.42.Final\netty-codec-4.1.42.Final.jar;C:\Users\danie\.m2\repository\io\netty\netty-transport-native-epoll\4.1.42.Final\netty-transport-native-epoll-4.1.42.Final.jar;C:\Users\danie\.m2\repository\io\netty\netty-transport-native-unix-common\4.1.42.Final\netty-transport-native-unix-common-4.1.42.Final.jar;C:\Users\danie\.m2\repository\org\slf4j\slf4j-api\1.7.25\slf4j-api-1.7.25.jar;C:\Users\danie\.m2\repository\org\slf4j\slf4j-log4j12\1.7.25\slf4j-log4j12-1.7.25.jar;C:\Users\danie\.m2\repository\log4j\log4j\1.2.17\log4j-1.2.17.jar;C:\Users\danie\.m2\repository\junit\junit\4.12\junit-4.12.jar;C:\Users\danie\.m2\repository\org\hamcrest\hamcrest-core\1.3\hamcrest-core-1.3.jar;
2019-11-06 11:09:50,279 [myid:] - INFO  [main:Environment@109] - Client environment:java.library.path=C:\Program Files\AdoptOpenJDK\jdk-11.0.5.10-hotspot\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Users\danie\bin;C:\Program Files\Git\mingw64\bin;C:\Program Files\Git\usr\local\bin;C:\Program Files\Git\usr\bin;C:\Program Files\Git\usr\bin;C:\Program Files\Git\mingw64\bin;C:\Program Files\Git\usr\bin;C:\Users\danie\bin;C:\Program Files\AdoptOpenJDK\jdk-11.0.5.10-hotspot\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0;C:\WINDOWS\System32\OpenSSH;C:\Program Files\Intel\WiFi\bin;C:\Program Files\Common Files\Intel\WirelessCommon;C:\Program Files\PuTTY;C:\Program Files\dotnet;C:\Program Files\Git\cmd;C:\Users\danie\AppData\Local\Programs\Python\Python37-32\Scripts;C:\Users\danie\AppData\Local\Programs\Python\Python37-32;C:\Users\danie\AppData\Local\Microsoft\WindowsApps;C:\Users\danie\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\danie\AppData\Local\atom\bin;C:\Users\danie\AppData\Local\Microsoft\WindowsApps;C:\Users\danie\AppData\Local\GitHubDesktop\bin;C:\Program Files\JetBrains\PyCharm Community Edition 2019.1.3\bin;C:\Users\danie\OneDrive - Universidade de Lisboa\Faculdade\LETI\3º Ano\Sistemas Distribuídos\apache-maven-3.6.2\bin;C:\Program Files\Git\usr\bin\vendor_perl;C:\Program Files\Git\usr\bin\core_perl;.
2019-11-06 11:09:50,280 [myid:] - INFO  [main:Environment@109] - Client environment:java.io.tmpdir=C:\Users\danie\AppData\Local\Temp\
2019-11-06 11:09:50,281 [myid:] - INFO  [main:Environment@109] - Client environment:java.compiler=<NA>
2019-11-06 11:09:50,281 [myid:] - INFO  [main:Environment@109] - Client environment:os.name=Windows 10
2019-11-06 11:09:50,281 [myid:] - INFO  [main:Environment@109] - Client environment:os.arch=amd64
